# entity	source_path	class	shape	context	feature	evidence
#
# THE ENTITY DENOMINATOR. Until this file existed, "how many entities still need notes?" had no
# answer, so "finished" was a claim rather than a measurement, and it was wrong every time it was
# made. Every candidate class file in the domain layer is here exactly once.
#
# class  — the skill's four documented types (aggregate-root, legacy-poco-root, child, lookup) plus
#          the classes that legitimately are NOT knowledge-graph entities (projection, join-table,
#          enum-only, identity-framework, keyless-view, dto, infrastructure).
# shape  — pair (business + technical note) | single (one note) | covered-by:<canonical note>
#          | none (excluded classes only).
# evidence — REQUIRED on every excluded row. An exclusion without a stated reason is how a blind
#          spot enters a graph that reports itself complete; _depth-ledger.tsv enforces the same rule
#          on depth claims, for the same reason.
#
# verify-notes.js checks this file in four directions: a candidate file with no row FAILS, a row
# whose file left git FAILS, a row whose note is missing FAILS, and a note claiming an entity with no
# row FAILS. Expectation therefore comes from code and observation from disk - never both from the
# same place, which is the error that produced two false "all clear" results in this project.
AutoAssignRequest	Shared/TalabatkLogic/TalabatkModels/AutoAssignRequest.cs	child	covered-by:Delivery-Assignment-Strategies	Delivery	Delivery Man Operations	child owned by OrderDelivery; documented inside the Delivery-Assignment-Strategies note
AutoCompensationEvidenceRule	Shared/TalabatkLogic/TalabatkModels/AutoCompensation/AutoCompensationEvidenceRule.cs	legacy-poco-root	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order-Lifecycle note
AutoCompensationQuestion	Shared/TalabatkLogic/TalabatkModels/AutoCompensation/AutoCompensationQuestion.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by AutoCompensationReason; documented inside the Order-Lifecycle note
AutoCompensationQuestionOption	Shared/TalabatkLogic/TalabatkModels/AutoCompensation/AutoCompensationQuestionOption.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by AutoCompensationQuestion; documented inside the Order-Lifecycle note
AutoCompensationReason	Shared/TalabatkLogic/TalabatkModels/AutoCompensation/AutoCompensationReason.cs	legacy-poco-root	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order-Lifecycle note
AutoCompensationRulesAuditLog	Shared/TalabatkLogic/TalabatkModels/AutoCompensation/AutoCompensationRulesAuditLog.cs	legacy-poco-root	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order-Lifecycle note
AutoCompensationSettings	Shared/TalabatkLogic/TalabatkModels/AutoCompensation/AutoCompensationSettings.cs	legacy-poco-root	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order-Lifecycle note
AvalibleAds	Shared/TalabatkLogic/TalabatkModels/AvalibleAds.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
AvilableDeliveryMan	Shared/TalabatkLogic/TalabatkModels/AvilableDeliveryMan.cs	lookup	covered-by:Delivery-Assignment-Strategies	Delivery	Delivery Man Operations	lookup; documented inside the Delivery-Assignment-Strategies note
BitirixLeadStatus	Shared/TalabatkLogic/TalabatkModels/BitirixLeadStatus.cs	legacy-poco-root	covered-by:Configuration	Admin	ERP & Integrations	legacy-poco-root; documented inside the Configuration note
BlockedUsersFromCOD	Shared/TalabatkLogic/TalabatkModels/BlockedUsersFromCOD.cs	legacy-poco-root	single	Customer Ordering	Cart & Checkout	existing canonical note BlockedUsersFromCOD.md
BotPerformanceReportRow	Shared/TalabatkLogic/TalabatkModels/BotPerformanceReportRow.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
Brand	Shared/TalabatkLogic/TalabatkModels/Brand.cs	legacy-poco-root	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	legacy-poco-root; documented inside the Discovery-Utilities note
BrandDescription	Shared/TalabatkLogic/TalabatkModels/BrandDescription.cs	child	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	child owned by Brand; documented inside the Discovery-Utilities note
CSTAppItemsCount	Shared/TalabatkLogic/TalabatkModels/CSTAppItemsCount.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
CartItem	Shared/TalabatkLogic/TalabatkModels/CartItem.cs	child	single	Customer Ordering	Cart & Checkout	existing canonical note CartItem.md
CartItemOptions	Shared/TalabatkLogic/TalabatkModels/CartItemOptions.cs	child	covered-by:CartItem	Customer Ordering	Cart & Checkout	child owned by CartItem/OrderDetailsOptions; documented inside the CartItem note
CategoriesCountsResult	Shared/TalabatkLogic/TalabatkModels/CategoriesCountsResult.cs.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
ChatMessage	Shared/TalabatkLogic/TalabatkModels/ChatMessage.cs	child	covered-by:Support-and-Chat	Customer Ordering	Support & Chat	child owned by OrderChat; documented inside the Support-and-Chat note
ChatReportRow	Shared/TalabatkLogic/TalabatkModels/ChatReportRow.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
ChatSetting	Shared/TalabatkLogic/TalabatkModels/ChatSetting.cs	legacy-poco-root	covered-by:Support-and-Chat	Customer Ordering	Support & Chat	legacy-poco-root; documented inside the Support-and-Chat note
City	Shared/TalabatkLogic/TalabatkModels/City.cs	legacy-poco-root	pair	Admin	City & Geography Administration	existing canonical pair City.business.md + City.technical.md
CityBreakConfiguration	Shared/TalabatkLogic/TalabatkModels/CityBreakConfiguration.cs	legacy-poco-root	single	Admin	City & Geography Administration	existing canonical note CityBreakConfiguration.md
CityDailyPickupTagCounter	Shared/TalabatkLogic/TalabatkModels/CityDailyPickupTagCounter.cs	legacy-poco-root	covered-by:Area-and-Country	Admin	City & Geography Administration	legacy-poco-root; documented inside the Area-and-Country note
CityDescription	Shared/TalabatkLogic/TalabatkModels/CityDescription.cs	child	covered-by:Area-and-Country	Admin	City & Geography Administration	child owned by City; documented inside the Area-and-Country note
CityRushTimeConfigHistory	Shared/TalabatkLogic/TalabatkModels/CityRushTimeConfigHistory.cs	child	covered-by:Area-and-Country	Admin	City & Geography Administration	child owned by CityRushTimeConfiguration; documented inside the Area-and-Country note
CityRushTimeConfiguration	Shared/TalabatkLogic/TalabatkModels/CityRushTimeConfiguration.cs	legacy-poco-root	pair	Admin	City & Geography Administration	existing canonical pair CityRushTimeConfiguration.business.md + CityRushTimeConfiguration.technical.md
CitySuggestions	Shared/TalabatkLogic/TalabatkModels/CitySuggestions.cs	legacy-poco-root	covered-by:Area-and-Country	Admin	City & Geography Administration	legacy-poco-root; documented inside the Area-and-Country note
Compensation	Shared/TalabatkLogic/TalabatkModels/Compensation.cs	child	single	Delivery	Driver Cash & Compensation	existing canonical note Compensation.md
ComplaintsAndSuggestions	Shared/TalabatkLogic/TalabatkModels/ComplaintsAndSuggestions.cs	legacy-poco-root	covered-by:Support-and-Chat	Customer Ordering	Support & Chat	legacy-poco-root; documented inside the Support-and-Chat note
Configuration	Shared/TalabatkLogic/TalabatkModels/Configuration.cs	legacy-poco-root	pair	Admin	Admin Back-Office	existing canonical pair Configuration.business.md + Configuration.technical.md
CookingTimeCategory	Shared/TalabatkLogic/TalabatkModels/CookingTimeCategory.cs	legacy-poco-root	covered-by:Discovery-Utilities	Customer Ordering	Restaurant & Menu Discovery	legacy-poco-root; documented inside the Discovery-Utilities note
Country	Shared/TalabatkLogic/TalabatkModels/Country.cs	legacy-poco-root	covered-by:Area-and-Country	Admin	City & Geography Administration	legacy-poco-root; documented inside the Area-and-Country note
Customer	Shared/TalabatkLogic/TalabatkModels/Customer.cs	legacy-poco-root	pair	Identity & Access	Customer Identity	hub entity: 14 inbound references, event-raising; existing canonical pair Customer.business.md + Customer.technical.md
CustomerActionsHistory	Shared/TalabatkLogic/TalabatkModels/CustomerActionsHistory.cs	child	covered-by:Customer	Identity & Access	Customer Identity	child owned by Customer; documented inside the Customer note
CustomerAddresses	Shared/TalabatkLogic/TalabatkModels/CustomerAddresses.cs	child	single	Identity & Access	Customer Identity	existing canonical note CustomerAddresses.md
CustomerAdminChat	Shared/TalabatkLogic/TalabatkModels/CustomerAdminChat.cs	legacy-poco-root	covered-by:Support-and-Chat	Customer Ordering	Support & Chat	legacy-poco-root; documented inside the Support-and-Chat note
CustomerAdminChatMessage	Shared/TalabatkLogic/TalabatkModels/CustomerAdminChatMessage.cs	child	covered-by:Support-and-Chat	Customer Ordering	Support & Chat	child owned by CustomerAdminChat; documented inside the Support-and-Chat note
CustomerAds	Shared/TalabatkLogic/TalabatkModels/CustomerAds.cs	legacy-poco-root	covered-by:Customer	Identity & Access	Customer Identity	legacy-poco-root; documented inside the Customer note
CustomerCard	Shared/TalabatkLogic/TalabatkModels/CustomerCard.cs	child	covered-by:Customer	Identity & Access	Customer Identity	child owned by Customer; documented inside the Customer note
CustomerCart	Shared/TalabatkLogic/TalabatkModels/CustomerCart.cs	legacy-poco-root	pair	Customer Ordering	Cart & Checkout	cart root, event-raising; existing canonical pair under Cart & Checkout
CustomerDeliveryChat	Shared/TalabatkLogic/TalabatkModels/CustomerDeliveryChat.cs	legacy-poco-root	covered-by:Support-and-Chat	Customer Ordering	Support & Chat	legacy-poco-root; documented inside the Support-and-Chat note
CustomerDeliveryChatMessage	Shared/TalabatkLogic/TalabatkModels/CustomerDeliveryChatMessage.cs	child	covered-by:Support-and-Chat	Customer Ordering	Support & Chat	child owned by CustomerDeliveryChat; documented inside the Support-and-Chat note
CustomerDeliveryInstruction	Shared/TalabatkLogic/TalabatkModels/CustomerDeliveryInstruction.cs	child	covered-by:Customer	Identity & Access	Customer Identity	child owned by Customer; documented inside the Customer note
CustomerInfoStoredProcure	Shared/TalabatkLogic/TalabatkModels/CustomerInfoStoredProcure.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
CustomerItemNotificationRequest	Shared/TalabatkLogic/TalabatkModels/CustomerItemNotificationRequest.cs	legacy-poco-root	covered-by:Customer	Identity & Access	Customer Identity	legacy-poco-root; documented inside the Customer note
CustomerItemOrderStats	Shared/TalabatkLogic/TalabatkModels/CustomerItemOrderStats.cs	child	covered-by:Customer	Identity & Access	Customer Identity	child owned by MenuItem; documented inside the Customer note
CustomerNotification	Shared/TalabatkLogic/TalabatkModels/CustomerNotification.cs	child	covered-by:Customer	Identity & Access	Customer Identity	child owned by Customer; documented inside the Customer note
CustomerNotificationCustomersData	Shared/TalabatkLogic/TalabatkModels/CustomerNotificationCustomersData.cs	child	covered-by:Customer	Identity & Access	Customer Identity	child owned by CustomerNotificationNewVersion; documented inside the Customer note
CustomerNotificationNewVersion	Shared/TalabatkLogic/TalabatkModels/CustomerNotificationNewVersion.cs	legacy-poco-root	covered-by:Customer	Identity & Access	Customer Identity	legacy-poco-root; documented inside the Customer note
CustomerOrderWithReview	Shared/TalabatkLogic/TalabatkModels/CustomerOrderWithReview.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
CustomerSavedTipsConfiguration	Shared/TalabatkLogic/TalabatkModels/CustomerSavedTipsConfiguration.cs	legacy-poco-root	covered-by:Customer	Identity & Access	Customer Identity	legacy-poco-root; documented inside the Customer note
CustomerMultiSearchKeyword	Shared/TalabatkLogic/TalabatkModels/CustomerSearchKeyword.cs	legacy-poco-root	covered-by:Customer	Identity & Access	Customer Identity	legacy-poco-root; documented inside the Customer note
CustomerTag	Shared/TalabatkLogic/TalabatkModels/CustomerTag.cs	child	covered-by:Customer	Identity & Access	Customer Identity	child owned by Customer; documented inside the Customer note
CustomerTipsConfig	Shared/TalabatkLogic/TalabatkModels/CustomerTipsConfig.cs	legacy-poco-root	covered-by:Customer	Identity & Access	Customer Identity	legacy-poco-root; documented inside the Customer note
CustomerWalletHistory	Shared/TalabatkLogic/TalabatkModels/CustomerWalletHistory.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
DeletedOrderDetailsItemsHistory	Shared/TalabatkLogic/TalabatkModels/DeletedOrderDetailsItemsHistory.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by Order; documented inside the Order-Lifecycle note
DeliveryAsset	Shared/TalabatkLogic/TalabatkModels/DeliveryAsset.cs	legacy-poco-root	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Delivery-Requests-and-Suppliers note
DeliveryAssetDeliveryMan	Shared/TalabatkLogic/TalabatkModels/DeliveryAssetDeliveryMan.cs	child	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	child owned by DeliveryAsset; documented inside the Delivery-Requests-and-Suppliers note
DeliveryBouns	Shared/TalabatkLogic/TalabatkModels/DeliveryBouns.cs	legacy-poco-root	pair	Delivery	Driver Cash & Compensation	existing canonical pair DeliveryBouns.business.md + DeliveryBouns.technical.md
DeliveryBounsTier	Shared/TalabatkLogic/TalabatkModels/DeliveryBounsTier.cs	child	covered-by:Driver-Cash-Cycle	Delivery	Driver Cash & Compensation	child owned by DeliveryBouns; documented inside the Driver-Cash-Cycle note
DeliveryBoxUnitSize	Shared/TalabatkLogic/TalabatkModels/DeliveryBoxUnitSize.cs	legacy-poco-root	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Delivery-Requests-and-Suppliers note
DeliveryComment	Shared/TalabatkLogic/TalabatkModels/DeliveryComment.cs	child	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	child owned by Order; documented inside the Delivery-Requests-and-Suppliers note
DeliveryInstruction	Shared/TalabatkLogic/TalabatkModels/DeliveryInstruction.cs	legacy-poco-root	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Delivery-Requests-and-Suppliers note
DeliveryInstructionDescription	Shared/TalabatkLogic/TalabatkModels/DeliveryInstructionDescription.cs	child	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	child owned by DeliveryInstruction; documented inside the Delivery-Requests-and-Suppliers note
DeliveryInterval	Shared/TalabatkLogic/TalabatkModels/DeliveryInterval.cs	legacy-poco-root	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	legacy-poco-root; documented inside the Order-Lifecycle note
DeliveryInterval_Area	Shared/TalabatkLogic/TalabatkModels/DeliveryInterval_Area.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by Area/DeliveryInterval; documented inside the Order-Lifecycle note
DeliveryIntervalsDescription	Shared/TalabatkLogic/TalabatkModels/DeliveryIntervalsDescription.cs	child	covered-by:Order-Lifecycle	Customer Ordering	Order & Fulfilment	child owned by DeliveryInterval; documented inside the Order-Lifecycle note
DeliveryManAdminChat	Shared/TalabatkLogic/TalabatkModels/DeliveryManAdminChat.cs	legacy-poco-root	covered-by:Driver-Operations	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Driver-Operations note
DeliveryManAdminChatMessage	Shared/TalabatkLogic/TalabatkModels/DeliveryManAdminChatMessage.cs	child	covered-by:Driver-Operations	Delivery	Delivery Man Operations	child owned by DeliveryManAdminChat; documented inside the Driver-Operations note
DeliveryManDaily	Shared/TalabatkLogic/TalabatkModels/DeliveryManDaily.cs	legacy-poco-root	covered-by:Driver-Operations	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Driver-Operations note
DeliveryManLastLocationView	Shared/TalabatkLogic/TalabatkModels/DeliveryManLastLocationView.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
DeliveryManLowRateReasons	Shared/TalabatkLogic/TalabatkModels/DeliveryManLowRateReasons.cs	child	covered-by:Driver-Operations	Delivery	Delivery Man Operations	child owned by DeliveryManReview; documented inside the Driver-Operations note
DeliveryManOfflineLog	Shared/TalabatkLogic/TalabatkModels/DeliveryManOfflineLog.cs	legacy-poco-root	covered-by:Driver-Operations	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Driver-Operations note
DeliveryManOrderStoredProcure	Shared/TalabatkLogic/TalabatkModels/DeliveryManOrderStoredProcure.cs	keyless-view	none	-	-	registered `.HasNoKey().ToView(null)` in Shared/TalabatkData/Talabatk_Context/TalabatkContext.cs:97-121 — a query shape, not a table
DeliveryManOrders	Shared/TalabatkLogic/TalabatkModels/DeliveryManOrders.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
DeliveryManPayments	Shared/TalabatkLogic/TalabatkModels/DeliveryManPayments.cs	legacy-poco-root	covered-by:Driver-Operations	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Driver-Operations note
DeliveryManPrice	Shared/TalabatkLogic/TalabatkModels/DeliveryManPrice.cs	child	covered-by:Driver-Operations	Delivery	Delivery Man Operations	child owned by City; documented inside the Driver-Operations note
DeliveryManPriceData	Shared/TalabatkLogic/TalabatkModels/DeliveryManPriceData.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
DeliveryManReview	Shared/TalabatkLogic/TalabatkModels/DeliveryManReview.cs	child	covered-by:Driver-Operations	Delivery	Delivery Man Operations	child owned by DeliveryMen; documented inside the Driver-Operations note
DeliveryManReviewMap	Shared/TalabatkLogic/TalabatkModels/DeliveryManReviewMap.cs	infrastructure	none	-	-	not an entity: it is an EF `IEntityTypeConfiguration<DeliveryManReview>` (`DeliveryManReviewMap.cs:12`, `Configure` at `:14`) misfiled in the domain-models folder instead of Shared/TalabatkData/Mapping. It was classified as a lookup because a folder-based entity scan cannot tell the difference; the interface it implements can. Confirmed the only such case — one grep for IEntityTypeConfiguration under Shared/TalabatkLogic returns this file and nothing else
DeliverymanShiftLog	Shared/TalabatkLogic/TalabatkModels/DeliveryManShiftLog.cs	child	covered-by:Driver-Operations	Delivery	Delivery Man Operations	child owned by DeliveryMen; documented inside the Driver-Operations note
DeliveryManStates	Shared/TalabatkLogic/TalabatkModels/DeliveryManStates.cs	lookup	covered-by:Driver-Operations	Delivery	Delivery Man Operations	lookup; documented inside the Driver-Operations note
DeliveryManWorkingHours	Shared/TalabatkLogic/TalabatkModels/DeliveryManWorkingHours.cs	legacy-poco-root	covered-by:Driver-Operations	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Driver-Operations note
DeliveryMen	Shared/TalabatkLogic/TalabatkModels/DeliveryMen.cs	child	pair	Delivery	Delivery Man Operations	existing canonical pair DeliveryMen.business.md + DeliveryMen.technical.md
DeliveryMenAttendance	Shared/TalabatkLogic/TalabatkModels/DeliveryMenAttendance.cs	legacy-poco-root	covered-by:Driver-Operations	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Driver-Operations note
DeliveryMenLocations	Shared/TalabatkLogic/TalabatkModels/DeliveryMenLocations.cs	legacy-poco-root	covered-by:Driver-Operations	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Driver-Operations note
DeliveryMenMoneyRequest	Shared/TalabatkLogic/TalabatkModels/DeliveryMenMoneyRequest.cs	legacy-poco-root	covered-by:Driver-Operations	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Driver-Operations note
DeliveryMenReport	Shared/TalabatkLogic/TalabatkModels/DeliveryMenReport.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
DeliveryMenShifts	Shared/TalabatkLogic/TalabatkModels/DeliveryMenShifts.cs	legacy-poco-root	covered-by:Driver-Operations	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Driver-Operations note
DeliveryMenTotalReport	Shared/TalabatkLogic/TalabatkModels/DeliveryMenTotalReport.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
DeliveryOrderRestaurant	Shared/TalabatkLogic/TalabatkModels/DeliveryOrderRestaurant.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
DeliveryReason	Shared/TalabatkLogic/TalabatkModels/DeliveryReason.cs	legacy-poco-root	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	legacy-poco-root; documented inside the Delivery-Requests-and-Suppliers note
DeliveryRoundOrderList	Shared/TalabatkLogic/TalabatkModels/DeliveryRoundOrderList.cs	projection	none	-	-	stored-procedure / report result shape named in _inbox/pathA-A-models-batch04-final.md — no invariants
DeliverySupplier	Shared/TalabatkLogic/TalabatkModels/DeliverySupplier.cs	child	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	child owned by City; documented inside the Delivery-Requests-and-Suppliers note
DeliverySuppliersCities	Shared/TalabatkLogic/TalabatkModels/DeliverySuppliersCities.cs	child	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	child owned by City/DeliverySupplier; documented inside the Delivery-Requests-and-Suppliers note
DeliveryZone	Shared/TalabatkLogic/TalabatkModels/DeliveryZone.cs	child	single	Delivery	Delivery Man Operations	existing canonical note DeliveryZone.md
DeliveryZoneArea	Shared/TalabatkLogic/TalabatkModels/DeliveryZoneArea.cs	child	covered-by:Delivery-Requests-and-Suppliers	Delivery	Delivery Man Operations	child owned by DeliveryZone; documented inside the Delivery-Requests-and-Suppliers note
